서울ㆍ인천ㆍ경기도,서울,A02,2017-06-20 00:00,구름조금,20,31,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-20 12:00,구름조금,20,31,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-21 00:00,구름조금,20,32,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-21 12:00,구름조금,20,32,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-22 00:00,구름조금,21,33,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-22 12:00,구름조금,21,33,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-23 00:00,구름많음,21,31,낮음
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-23 12:00,구름많음,21,31,낮음
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-24 00:00,구름많음,20,30,보통
서울ㆍ인천ㆍ경기도,서울,A02,2017-06-24 12:00,구름많음,20,30,보통
서울ㆍ인천ㆍ경기도,서울,A01,2017-06-25 00:00,구름많음,20,30,보통
서울ㆍ인천ㆍ경기도,서울,A01,2017-06-26 00:00,구름많음,20,29,보통
서울ㆍ인천ㆍ경기도,서울,A01,2017-06-27 00:00,구름많음,20,29,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-20 00:00,구름조금,19,27,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-20 12:00,구름조금,19,27,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-21 00:00,구름조금,19,29,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-21 12:00,구름조금,19,29,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-22 00:00,구름조금,21,29,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-22 12:00,구름조금,21,29,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-23 00:00,구름많음,20,28,낮음
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-23 12:00,구름많음,20,28,낮음
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-24 00:00,구름많음,20,26,보통
서울ㆍ인천ㆍ경기도,인천,A02,2017-06-24 12:00,구름많음,20,26,보통
서울ㆍ인천ㆍ경기도,인천,A01,2017-06-25 00:00,구름많음,20,26,보통
서울ㆍ인천ㆍ경기도,인천,A01,2017-06-26 00:00,구름많음,20,26,보통
서울ㆍ인천ㆍ경기도,인천,A01,2017-06-27 00:00,구름많음,21,25,보통
서울ㆍ인천ㆍ경기도,수원,A02,2017-06-20 00:00,구름조금,18,31,보통
서울ㆍ인천ㆍ경기도,수원,A02,2017-06-20 12:00,구름조금,18,31,보통
서울ㆍ인천ㆍ경기도,수원,A02,2017-06-21 00:00,구름조금,19,31,보통
